"teaching_number","title","date","year"
"3014","ECOLOGY… IT IS IMPORTANT","Oct. 26, 1999","1999"
"3015","DISCUSSION OF “AGING LIFE”","Oct. 27, 1999","1999"
"3016","REMEMBER… LIFE IS POSITIVE!","Oct. 29, 1999","1999"
"3017","LIVING… ENVIRONMENT… DYING","Nov. 01, 1999","1999"
"3018","I AM SUPREME","Nov. 03, 1999","1999"
"3019","EXCESS","Nov. 05, 1999","1999"
"3020","WEEDS?","Nov. 09, 1999","1999"
"3021","MYSTICAL… NO KA OE","Nov. 10, 1999","1999"
"3022","SOME “ELDERLY” THOUGHTS","Nov. 12, 1999","1999"
"3023","A FALL DAY… ON YOUR DECK","Nov. 15, 1999","1999"
"3024","SOME (GOOD) ADVICE FROM PAUL","Nov. 17, 1999","1999"
"3025","YES, I AWOKE YOU…","Nov. 21, 1999","1999"
"3026","I GIVE YOU GOOD NEWS","Nov. 24, 1999","1999"
"3027","THREE O’s FOR THANKSGIVING","Nov. 27, 1999","1999"
"3028","A THANKSGIVING VISIT","Nov. 28, 1999","1999"
"3029","ANOTHER ADVENT SEASON","Dec. 01, 1999","1999"
"3030","A MUSE ON EARTH LIFE","Dec. 02, 1999","1999"
"3031","THE APPEAL OF PAISANO LIFE","Dec. 04, 1999","1999"
"3032","RELIGIOUS DIVERSITY?","Dec. 08, 1999","1999"
"3033","A SUPPORT GROUP?","Dec. 10, 1999","1999"
"3034","TOMORROW’S OPPORTUNITY","Dec. 11, 1999","1999"
"3035","CHRISTMAS IS COMING","Dec. 14, 1999","1999"
"3036","JUST KEEP THE BALANCE…","Dec. 18, 1999","1999"
"3037","KEEP “DOIN’ IT!”","Dec. 22, 1999","1999"
"3038","SOME PRE-CHRISTMAS ADVICE","Dec. 24, 1999","1999"
"3039","THE NEW YEAR COMETH","Dec. 29, 1999","1999"
"3040","A NEW YEAR?  HO HO!","Dec. 30, 1999","1999"
"3041","“THE LAST DAY”?","Dec. 31, 1999","1999"
"3042","A MYSTICAL GOD… INDEED!","Jan. 05, 2000","2000"
"3043","WILL TEACHINGS CONTINUE TO “COME”?","Jan. 07, 2000","2000"
"3044","NO CRISIS… YET","Jan. 09, 2000","2000"
"3045","BLESSINGS STILL “WIN”!","Jan. 11, 2000","2000"
"3046","MY TOUGH SIDE… AS JESUS","Jan. 12, 2000","2000"
"3047","PONDERING THE PAST","Jan. 13, 2000","2000"
"3048","A “FRIDAY FUNK”","Jan. 14, 2000","2000"
"3049","ONLY ONE “MASTER”?","Jan. 19, 2000","2000"
"3050","MEDICINE… MY PERSPECTIVE","Jan. 21, 2000","2000"
"3051","WINTER… A “FORM” OF LIFE","Jan. 22, 2000","2000"
"3052","WHO AM I?  REALLY!","Jan. 26, 2000","2000"
"3053","MEDICAL CARE… IN EXCESS","Jan. 28, 2000","2000"
"3054","THOUGHTS ON A GREY, SNOWY DAY","Jan. 29, 2000","2000"
"3055","IS THERE AN “END”?","Feb. 01, 2000","2000"
"3056","A MYSTICAL RELIGION… FINALLY!?","Feb. 02, 2000","2000"
"3057","A GOOD LIFE!","Feb. 04, 2000","2000"
"3058","CHRISTIAN SACRIFICE","Feb. 09, 2000","2000"
"3059","NEW RHYTHM?  NOT QUITE YET","Feb. 10, 2000","2000"
"3060","CONTEMPLATING YOUR PAST","Feb. 12, 2000","2000"
"3061","ANOTHER STEP… ON THE OFF RAMP","Feb. 15, 2000","2000"
"3062","… FOR SOMETHING BETTER","Feb. 16, 2000","2000"
"3063","THE PLEASURES OF LIFE","Feb. 19, 2000","2000"
"3064","A NEW DAY… WEEK","Feb. 21, 2000","2000"
"3065","MYSTICAL?  YES, INDEED!","Feb. 23, 2000","2000"
"3066","IT MIGHT AS WELL BE SPRING","Feb. 25, 2000","2000"
"3067","ACHIEVING A BALANCE… “DA BEST”","Feb. 26, 2000","2000"
"3068","ONCE AGAIN, KEEP IT POSITIVE","Feb. 29, 2000","2000"
"3069","YES, THERE ARE “BALANCES”…","Mar. 02, 2000","2000"
"3070","A NEW CENTURY ASSESSMENT","Mar. 03, 2000","2000"
"3071","A NEW CENTURY ASSESSMENT, II","Mar. 04, 2000","2000"
"3072","SCHOLARSHIP… AND… EXPERIENCE","Mar. 08, 2000","2000"
"3073","CONTRASTING FUTURES","Mar. 09, 2000","2000"
"3074","SNOW OUTSIDE… WARM ROOM","Mar. 11, 2000","2000"
"3075","NON-ATTACHMENT, IN YOUR LIFE","Mar. 14, 2000","2000"
"3076","COMPLEMENTARY?... BOTH/AND!","Mar. 15, 2000","2000"
"3077","A “PICTURE” OF OLD AGE","Mar. 17, 2000","2000"
"3078","MANY TEACHINGS…","Mar. 21, 2000","2000"
"3079","WHY SO LITTLE SUFFERING?","Mar. 22, 2000","2000"
"3080","SPRING HAS “SPRUNG”","Mar. 23, 2000","2000"
"3081","ADDICTIONS… YET AGAIN","Mar. 24, 2000","2000"
"3082","WHAT IS “OF VALUE”… TO ME?","Mar. 27, 2000","2000"
"3083","JOHN ISAAC, II","Mar. 29, 2000","2000"
"3084","ANOTHER HOSPICE “GIG”","Apr. 01, 2000","2000"
"3085","TO “FIGHT”… OR NOT?","Apr. 04, 2000","2000"
"3086","1 JOHN’S “MAYA”","Apr. 05, 2000","2000"
"3087","BLESSED ASSURANCE","Apr. 07, 2000","2000"
"3088","TRUST IN ME…","Apr. 08, 2000","2000"
"3089","OFF RAMP?  ON RAMP!","Apr. 12, 2000","2000"
"3090","A LOOK AT “YOUR WORLD”","Apr. 15, 2000","2000"
"3091","THE SUNDAY CALLED “PALM”","Apr. 16, 2000","2000"
"3092","AN UPDATE ON “ELECTION”","Apr. 18, 2000","2000"
"3093","OH, HOLY WEEK… BUT…","Apr. 19, 2000","2000"
"3094","THE “PRELUDE” TO EASTER","Apr. 21, 2000","2000"
"3095","“THE DAY”","Apr. 23, 2000","2000"
"3096","THE “IMAGE OF GOD”!?","Apr. 26, 2000","2000"
"3097","TEACHINGS, TEACIHNGS","Apr. 27, 2000","2000"
"3098","NEW RHYTHM… NOT YET","Apr. 29, 2000","2000"
"3099","A GOD FOR EVERYONE?","May. 03, 2000","2000"
"3100","WINDOW TO “SPIRIT”","May. 04, 2000","2000"
"3101","FEARS… AND… “NON-FEARS”","May. 06, 2000","2000"
"3102","“CATASTROPHES”… THEN AND NOW","May. 10, 2000","2000"
"3103","A GOD FOR ALL “SEASONS”","May. 11, 2000","2000"
"3104","A MUSE IN THE GARDEN","May. 12, 2000","2000"
"3105","LOSSES","May. 15, 2000","2000"
"3106","A GOOD TIME… TO LIVE…","May. 17, 2000","2000"
"3107","JESUS… ON TV","May. 19, 2000","2000"
"3108","ARE YOU ADAPTABLE?  STILL?","May. 24, 2000","2000"
"3109","A FINE PARTY","May. 27, 2000","2000"
"3110","A SUNDAY MUSE","May. 28, 2000","2000"
"3111","A MEMORIAL DAY","May. 29, 2000","2000"
"3112","THE BOTH/AND OF TRAVEL","May. 30, 2000","2000"
"3113","AN UNFORTUNATE INTERCHANGE","May. 31, 2000","2000"
"3114","HOME AGAIN!","Jun. 03, 2000","2000"
"3115","DIVERSITY: A GOOD THEME","Jun. 06, 2000","2000"
"3116","“ANOTHER RETURN”","Jun. 07, 2000","2000"
"3117","“THE BEAUTY OF THE EARTH”","Jun. 08, 2000","2000"
"3118","“DON’T WORRY!  BE HAPPY!”","Jun. 10, 2000","2000"
"3119","FAMILY TIES","Jun. 11, 2000","2000"
"3120","AN “ODD TIME”","Jun. 12, 2000","2000"
"3121","“… YOU MUST HAVE FAITH… AND BELIEVE…”","Jun. 13, 2000","2000"
"3122","LATE SPRING… EARLY SUMMER","Jun. 14, 2000","2000"
"3123","EXCESS… AGAIN","Jun. 15, 2000","2000"
"3124","AN END-OF-WEEK ASASESSMENT","Jun. 16, 2000","2000"
"3125","A COOL, WET DAY…","Jun. 17, 2000","2000"
"3126","TRINITY SUNDAY","Jun. 18, 2000","2000"
"3127","THE TIME OF JOSHUA","Jun. 21, 2000","2000"
"3128","YOU AND YOUR OLD FARM HOUSE","Jun. 23, 2000","2000"
"3129","THE OLD… AND THE NEW","Jun. 24, 2000","2000"
"3130","REFLECTIONS ON DIVERSITY","Jun. 27, 2000","2000"
"3131","JOSHUA’S GOD… AND AIDS?","Jun. 28, 2000","2000"
"3132","SUMMER SEASON… YET AGAIN","Jun. 30, 2000","2000"
"3133","CHANGES ARE EVIDENT…","Jul. 01, 2000","2000"
"3134","SPIRIT… AND… “SPIRITS”","Jul. 03, 2000","2000"
"3135","AN ORAL…","Jul. 06, 2000","2000"
"3136","WHAT BETTER TO DO…?","Jul. 07, 2000","2000"
"3137","WILL YOU BE REMEMBERED?","Jul. 12, 2000","2000"
"3138","A PERSPECTIVE ON LIFE","Jul. 13, 2000","2000"
"3139","A “MEDICAL MORNING”","Jul. 14, 2000","2000"
"3140","ADJUSTING TO LESS ACTIVITY","Jul. 17, 2000","2000"
"3141","WHEN I WAS GIDEON’S GOD!?","Jul. 19, 2000","2000"
"3142","BECOMING MORE ELDERLY","Jul. 22, 2000","2000"
"3143","A DIFFERENT / BETTER GOD?","Jul. 26, 2000","2000"
"3144","AN EXPERIMENT?… AND…","Jul. 28, 2000","2000"
"3145","THIS EARTH… OF MINE","Jul. 29, 2000","2000"
"3146","SUMMER DAYS… UP HIGH","Aug. 02, 2000","2000"
"3147","LOOKING FORWARD?  TO A TRIP","Aug. 03, 2000","2000"
"3148","COMING UP:  A “TEST”","Aug. 05, 2000","2000"
"3149","DEATH, LIFE, REUNION","Aug. 08, 2000","2000"
"3150","HOW DO I SEE THE EARTH… REALLY?","Aug. 09, 2000","2000"
"3151","A ROCKY MOUNTAIN SUNDAY","Aug. 13, 2000","2000"
"3152","A VISIT’S LAST DAY","Aug. 14, 2000","2000"
"3153","HOME AGAIN… AND…","Aug. 17, 2000","2000"
"3154","PAINS THAT PERSIST","Aug. 19, 2000","2000"
"3155","JAMES… AND THE CHURCH","Aug. 23, 2000","2000"
"3156","ANOTHER MEDICAL “EXCURSION”","Aug. 25, 2000","2000"
"3157","THE PRESENT… PAST… FUTURE","Aug. 28, 2000","2000"
"3158","SLOW CHANGE… GOOD?!","Aug. 29, 2000","2000"
"3159","WHY?  DO I LOVE DIVERSITY?","Aug. 31, 2000","2000"
"3160","A TIME OF CONFUSION","Sep. 02, 2000","2000"
"3161","HOWZIT GOING?","Sep. 05, 2000","2000"
"3162","REFLECTIONS ON JAMES","Sep. 06, 2000","2000"
"3163","… AND THE RAIN COMES…","Sep. 08, 2000","2000"
"3164","PETER AS THEOLOGIAN","Sep. 13, 2000","2000"
"3165","A HOSPICE MORNING","Sep. 16, 2000","2000"
"3166","TO GO… OR NOT TO GO?","Sep. 20, 2000","2000"
"3167","THE OLD… THE “NEW”","Sep. 22, 2000","2000"
"3168","THIS DIVERSE EARTH SCENE…","Sep. 23, 2000","2000"
"3169","ANOTHER EVIDENCE OF ELDERLINESS","Sep. 25, 2000","2000"
"3170","SIN… SINNED… SINNING…","Sep. 28, 2000","2000"
"3171","DYING?... DROPPING!  BETTER!","Sep. 30, 2000","2000"
"3172","A LOOK BACK AT YOUR PROFESSION","Oct. 02, 2000","2000"
"3173","SCRIPTURE!?","Oct. 05, 2000","2000"
"3174","DIVERSITY… NO KA OE","Oct. 06, 2000","2000"
"3175","CHANGE OF SEASON!?","Oct. 10, 2000","2000"
"3176","OLD TESTAMENT “ACTION”","Oct. 12, 2000","2000"
"3177","LOSSES!  LOSSES?","Oct. 13, 2000","2000"
"3178","TEACHINGS… NO KA OE","Oct. 18, 2000","2000"
"3179","YES!  I AM HE!","Oct. 19, 2000","2000"
"3180","THE AUTUMN OF YOUR LIFE","Oct. 20, 2000","2000"
"3181","DANGEROUS… CHALLENGES","Oct. 23, 2000","2000"
"3182","AN INDIAN SMMER AFTERNOON","Oct. 25, 2000","2000"
"3183","A GOD FOR EVERY SEASON??","Oct. 26, 2000","2000"
"3184","PERSPECTIVES, YET AGAIN","Oct. 27, 2000","2000"
"3185","SOME CUBAN RECOLLECTIONS","Oct. 30, 2000","2000"
"3186","THE O.T. GOD… TODAY","Nov. 02, 2000","2000"
"3187","ANOTHER LOOK AT AUTUMN","Nov. 04, 2000","2000"
"3188","ENVIRONMENT… SAVEABLE?","Nov. 08, 2000","2000"
"3189","THE O.T. STORY… ON…","Nov. 09, 2000","2000"
"3190","“THIS OLD HOUSE”…","Nov. 11, 2000","2000"
"3191","GOD… IN A DIFFERENT TIME","Nov. 14, 2000","2000"
"3192","SHOULD ALL SCRIPTURE BE INSPIRING?","Nov. 16, 2000","2000"
"3193","THE CEREMONIES OF DEATH","Nov. 17, 2000","2000"
"3194","YES… A CHRISTIAN FUNERAL","Nov. 18, 2000","2000"
"3195","A FAMILY THANKSGIVING GATHERING","Nov. 21, 2000","2000"
"3196","THE “PAST”, YOUR ERA, AND ?","Nov. 22, 2000","2000"
"3197","AN “UNUSUAL” HIKE… SOMEWHERE","Nov. 26, 2000","2000"
"3198","A TIME OF DEPENDENCE… AND PAIN","Nov. 30, 2000","2000"
"3199","THOUGHTS ON “A TIME OF HEALING”","Dec. 02, 2000","2000"
"3200","ANOTHER DAY OF RECOVERY","Dec. 04, 2000","2000"
"3201","59 YEARS… COUNTING?","Dec. 07, 2000","2000"
"3202","A “BUSY” AFTERNOON","Dec. 08, 2000","2000"
"3203","IT’S A GOOD TIME… ISN’T IT?","Dec. 10, 2000","2000"
"3204","HEALING?  WITHOUT ME?","Dec. 16, 2000","2000"
"3205","IMPATIENCE… NOT YET!","Dec. 18, 2000","2000"
"3206","AN UNUSUAL CHRISTMAS","Dec. 21, 2000","2000"
"3207","CHRISTMAS PAST… SLOW HEALING","Dec. 26, 2000","2000"
"3208","ANOTHER TUSSLE WITH NUMBERS","Dec. 29, 2000","2000"
"3209","A NEW YEAR… AND PAIN","Jan. 01, 2001","2001"
"3210","… AND A WEEK “WHIRLED BY”…","Jan. 08, 2001","2001"
"3211","… AND THE SUN SHINES BRIGHT…","Jan. 09, 2001","2001"
"3212","ANOTHER “LOSS” OF TIME","Jan. 17, 2001","2001"
"3213","IT’S STILL A “MIXED LIFE”","Jan. 23, 2001","2001"
"3214","FRUSTRATIONS… OPPORTUNITIES","Jan. 26, 2001","2001"
"3215","A MINOR CHALLENGE…","Feb. 01, 2001","2001"
"3216","LARGER CHURCH… NEW PASTOR…","Feb. 03, 2001","2001"
"3217","NOT ENOUGH JOY?!","Feb. 05, 2001","2001"
"3218","A WARM, WET, WINTER DAY","Feb. 09, 2001","2001"
"3219","IN TRUTH, YOU ARE OLD!","Feb. 10, 2001","2001"
"3220","STANDING ON THE BRINK","Feb. 18, 2001","2001"
"3221","ANOTHER OF LIFE’S “GAPS”","Feb. 26, 2001","2001"
"3222","A QUIET WINTER DAY…","Mar. 01, 2001","2001"
"3223","THE CONTRASTS IN EARTH LIFE","Mar. 02, 2001","2001"
"3224","TIMELESSNESS","Mar. 06, 2001","2001"
"3225","IS “THIS” PART OF “BALANCE”?","Mar. 13, 2001","2001"
"3226","BETWEEN TWO “WORLDS”","Mar. 15, 2001","2001"
"3227","A DAY OF FELLOWSHIP… AND…","Mar. 18, 2001","2001"
"3228","AVOIDING CHAOS?","Mar. 22, 2001","2001"
"3229","APPRECIATE “HAPPENINGS”","Mar. 24, 2001","2001"
"3230","ANOTHER RETURN…","Mar. 29, 2001","2001"
"3231","CONTEMPLATING LIFE…","Apr. 02, 2001","2001"
"3232","WELLNESS RETURNING!?","Apr. 05, 2001","2001"
"3233","CHANGE!  OF SEASON?","Apr. 07, 2001","2001"
"3234","YES… SPRING HAS SPRUNG!","Apr. 09, 2001","2001"
"3235","THEOLOGY… YET AGAIN","Apr. 11, 2001","2001"
"3236","ANOTHER “CHALLENGE” TO FREE WILL","Apr. 12, 2001","2001"
"3237","HERE AND NOW!","Apr. 17, 2001","2001"
"3238","UP ABOVE THE WORLD, SO HIGH…","Apr. 19, 2001","2001"
"3239","CONTINUE TO ENJOY LIFE!","Apr. 21, 2001","2001"
"3240","… NOT QUITE YET…","Apr. 23, 2001","2001"
"3241","THE BEGINNING OF AN ENDING","Apr. 26, 2001","2001"
"3242","IN THE MIDST OF “A WEEK”","May. 01, 2001","2001"
"3243","BIBLE STUDY","May. 03, 2001","2001"
"3244","IF NOT TODAY… ?","May. 05, 2001","2001"
"3245","LOSSES… AND GAINS","May. 08, 2001","2001"
"3246","YOUR HISTORY WITH ME…","May. 10, 2001","2001"
"3247","DIFFERENT TIMES","May. 15, 2001","2001"
"3248","STORMY WEATHER?","May. 17, 2001","2001"
"3249","FEW “MUSTS”","May. 19, 2001","2001"
"3250","ECCLESIASTES… AND YOU","May. 24, 2001","2001"
"3251","LETTERS FROM A “YOUNGER” SON","May. 26, 2001","2001"
"3252","LIFE GOES ON…","May. 28, 2001","2001"
"3253","MY “OTHER” SELF","May. 31, 2001","2001"
"3254","THE WORLD “AROUND”…","Jun. 04, 2001","2001"
"3255","WHAT AM I LIKE… REALLY?","Jun. 07, 2001","2001"
"3256","DEATH… PART OF LIFE","Jun. 09, 2001","2001"
"3257","YES, IT IS A MESS!","Jun. 13, 2001","2001"
"3258","EZEKIEL… GOD’S CHOSEN!?","Jun. 14, 2001","2001"
"3259","… BUT LIFE IS GOOD!","Jun. 16, 2001","2001"
"3260","TWO “TIME MARKS”","Jun. 20, 2001","2001"
"3261","THE LORD… AND EZEKIEL…","Jun. 21, 2001","2001"
"3262","… SO YOU WENT TO A DOCTOR…!?","Jun. 22, 2001","2001"
"3263","CONTEMPLATION…","Jun. 25, 2001","2001"
"3264","YOU’RE LOSING “TIME”","Jun. 28, 2001","2001"
"3265","DECISIONS… MORE DIFFICULT!","Jun. 30, 2001","2001"
"3266","SCRIPTURAL RELEVANCE?","Jul. 05, 2001","2001"
"3267","A QUIET LIFE","Jul. 06, 2001","2001"
"3268","SOME FINAL THOUGHTS ON EZEKIEL","Jul. 12, 2001","2001"
"3269","PLEASANT SUMMER","Jul. 15, 2001","2001"
"3270","TRY… AND… “NO NEED TRY”","Jul. 18, 2001","2001"
"3271","GRACE… THE “EASY WAY”?","Jul. 19, 2001","2001"
"3272","YOU ALMOST “MADE IT”!","Jul. 21, 2001","2001"
"3273","THE WORLD MOVES ON, BUT…","Jul. 24, 2001","2001"
"3274","PAUL’S “MIXED” THEOLOGY","Jul. 26, 2001","2001"
"3275","CONFUSION… CHAOS (MILD)…","Jul. 28, 2001","2001"
"3276","RETIREMENT!","Jul. 31, 2001","2001"
"3277","CONSISTENCY… IMPORTANT?","Aug. 02, 2001","2001"
"3278","YOU SEE… I CAN DO IT!","Aug. 03, 2001","2001"
"3279","MONEY… AND… MIND","Aug. 08, 2001","2001"
"3280","PAUL… AND… RUTH","Aug. 09, 2001","2001"
"3281","… WHILE THUNDER RUMBLED","Aug. 11, 2001","2001"
"3282","A SUMMER DAY","Aug. 15, 2001","2001"
"3283","“I DO NOT CHANGE…”","Aug. 16, 2001","2001"
"3284","RELAX… YOU’RE STILL MINE","Aug. 18, 2001","2001"
"3285","NOT WANTING TO “KEEP UP”","Aug. 21, 2001","2001"
"3286","CONSISTENCY?  NOT YET","Aug. 22, 2001","2001"
"3287","THE RELEVANCE OF “HABAKKUK”","Aug. 23, 2001","2001"
"3288","SEEKING A “BETTER” BALANCE","Aug. 29, 2001","2001"
"3289","HUMAN LIFE!?","Aug. 31, 2001","2001"
"3290","REMEMBER… ACCENTUATE THE POSITIVE!","Sep. 01, 2001","2001"
"3291","AWAITING WORDS FROM ME","Sep. 03, 2001","2001"
"3292","NO SECURE “PLACE”!?","Sep. 06, 2001","2001"
"3293","A “LOOK BACK”","Sep. 07, 2001","2001"
"3294","A NATIONAL “TRAGEDY”","Sep. 12, 2001","2001"
"3295","THOUGHTS ABOUT “MOVING ON…”","Nov. 07, 2001","2001"
"3296","RETIRED… A WORTHY “CONDITION”!?","Dec. 04, 2001","2001"
"3297","YOU HAVE BEEN AWAY…!","Sep. 22, 2003","2003"
"3298","I HAVE BEEN WAITING…","Oct. 04, 2003","2003"
